model	subject	conv	name	friends_s01e01a.wav	friends_s01e01b.wav	friends_s01e02a.wav	friends_s01e02b.wav	friends_s01e03a.wav	friends_s01e03b.wav	friends_s01e04a.wav	friends_s01e04b.wav	friends_s01e05a.wav	friends_s01e05b.wav	friends_s01e06a.wav	friends_s01e06b.wav	friends_s01e07a.wav	friends_s01e07b.wav	friends_s01e08a.wav	friends_s01e08b.wav	friends_s01e09a.wav	friends_s01e09b.wav	friends_s01e10a.wav	friends_s01e10b.wav	friends_s01e11a.wav	friends_s01e11b.wav	friends_s01e12a.wav	friends_s01e12b.wav	friends_s01e13a.wav	friends_s01e13b.wav	friends_s01e14a.wav	friends_s01e14b.wav	friends_s01e15a.wav	friends_s01e15b.wav	friends_s01e16a.wav	friends_s01e16b.wav	friends_s01e17a.wav	friends_s01e17b.wav	friends_s01e18a.wav	friends_s01e18b.wav	friends_s01e19a.wav	friends_s01e19b.wav	friends_s01e20a.wav	friends_s01e20b.wav	friends_s01e21a.wav	friends_s01e21b.wav	friends_s01e22a.wav	friends_s01e22b.wav	friends_s01e23a.wav	friends_s01e23b.wav	friends_s01e24a.wav	friends_s01e24b.wav	friends_s02e01a.wav	friends_s02e01b.wav	friends_s02e02a.wav	friends_s02e02b.wav	friends_s02e03a.wav	friends_s02e03b.wav	friends_s02e04a.wav	friends_s02e04b.wav	friends_s02e05a.wav	friends_s02e05b.wav	friends_s02e06a.wav	friends_s02e06b.wav	friends_s02e07a.wav	friends_s02e07b.wav	friends_s02e08a.wav	friends_s02e08b.wav	friends_s02e09a.wav	friends_s02e09b.wav	friends_s02e10a.wav	friends_s02e10b.wav	friends_s02e11a.wav	friends_s02e11b.wav	friends_s02e12a.wav	friends_s02e12b.wav	friends_s02e13a.wav	friends_s02e13b.wav	friends_s02e14a.wav	friends_s02e14b.wav	friends_s02e15a.wav	friends_s02e15b.wav	friends_s02e16a.wav	friends_s02e16b.wav	friends_s02e17a.wav	friends_s02e17b.wav	friends_s02e18a.wav	friends_s02e18b.wav	friends_s02e19a.wav	friends_s02e19b.wav	friends_s02e20a.wav	friends_s02e20b.wav	friends_s02e21a.wav	friends_s02e21b.wav	friends_s02e22a.wav	friends_s02e22b.wav	friends_s02e23a.wav	friends_s02e23b.wav	friends_s02e24a.wav	friends_s02e24b.wav	friends_s03e01a.wav	friends_s03e01b.wav	friends_s03e02a.wav	friends_s03e02b.wav	friends_s03e03a.wav	friends_s03e03b.wav	friends_s03e04a.wav	friends_s03e04b.wav	friends_s03e05a.wav	friends_s03e05b.wav	friends_s03e06a.wav	friends_s03e06b.wav	friends_s03e07a.wav	friends_s03e07b.wav	friends_s03e08a.wav	friends_s03e08b.wav	friends_s03e09a.wav	friends_s03e09b.wav	friends_s03e10a.wav	friends_s03e10b.wav	friends_s03e11a.wav	friends_s03e11b.wav	friends_s03e12a.wav	friends_s03e12b.wav	friends_s03e13a.wav	friends_s03e13b.wav	friends_s03e14a.wav	friends_s03e14b.wav	friends_s03e15a.wav	friends_s03e15b.wav	friends_s03e16a.wav	friends_s03e16b.wav	friends_s03e17a.wav	friends_s03e17b.wav	friends_s03e18a.wav	friends_s03e18b.wav	friends_s03e19a.wav	friends_s03e19b.wav	friends_s03e20a.wav	friends_s03e20b.wav	friends_s03e21a.wav	friends_s03e21b.wav	friends_s03e22a.wav	friends_s03e22b.wav	friends_s03e23a.wav	friends_s03e23b.wav	friends_s03e24a.wav	friends_s03e24b.wav	friends_s03e25a.wav	friends_s03e25b.wav	friends_s04e01a.wav	friends_s04e01b.wav	friends_s04e02a.wav	friends_s04e02b.wav	friends_s04e03a.wav	friends_s04e03b.wav	friends_s04e04a.wav	friends_s04e04b.wav	friends_s04e05a.wav	friends_s04e05b.wav	friends_s04e06a.wav	friends_s04e06b.wav	friends_s04e07a.wav	friends_s04e07b.wav	friends_s04e08a.wav	friends_s04e08b.wav	friends_s04e09a.wav	friends_s04e09b.wav	friends_s04e10a.wav	friends_s04e10b.wav	friends_s04e11a.wav	friends_s04e11b.wav	friends_s04e12a.wav	friends_s04e12b.wav	friends_s04e13a.wav	friends_s04e13b.wav	friends_s04e14a.wav	friends_s04e14b.wav	friends_s04e15a.wav	friends_s04e15b.wav	friends_s04e16a.wav	friends_s04e16b.wav	friends_s04e17a.wav	friends_s04e17b.wav	friends_s04e18a.wav	friends_s04e18b.wav	friends_s04e19a.wav	friends_s04e19b.wav	friends_s04e20a.wav	friends_s04e20b.wav	friends_s04e21a.wav	friends_s04e21b.wav	friends_s04e22a.wav	friends_s04e22b.wav	friends_s04e23a.wav	friends_s04e23b.wav	friends_s04e23c.wav	friends_s04e23d.wav
			tag_Talking	0.82270104	0.7882944	0.82775086	0.8145229	0.83561826	0.8200933	0.8527703	0.84437555	0.85671926	0.8350992	0.8466686	0.8058458	0.8302445	0.81336755	0.81024635	0.8217058	0.80447525	0.8164435	0.81797403	0.8601879	0.813593	0.82653904	0.80885243	0.81132925	0.8297277	0.8335583	0.8140417	0.81973946	0.83098984	0.83665437	0.82639146	0.8266359	0.8415294	0.78342867	0.79834527	0.8174058	0.83062506	0.8239592	0.835573	0.8532063	0.82505065	0.77013564	0.8254943	0.8182248	0.84869087	0.8308645	0.8350537	0.77174604	0.82688767	0.81648135	0.8332564	0.7347177	0.82500213	0.8202824	0.8178736	0.82437706	0.82741797	0.83680445	0.8226814	0.63916796	0.83406234	0.7583703	0.79563797	0.7261937	0.8254495	0.81585807	0.8510451	0.8415831	0.83732915	0.80496806	0.81500924	0.8196504	0.8334865	0.74314564	0.84073716	0.8083265	0.8325384	0.74505866	0.8410056	0.80466485	0.8220532	0.7211439	0.83231395	0.8165938	0.813379	0.81564957	0.82706165	0.829376	0.83433485	0.7996437	0.8395007	0.84646606	0.8176932	0.8022526	0.8280925	0.79180676	0.80945003	0.8020222	0.847202	0.83084095	0.81885177	0.8351613	0.8498547	0.8293502	0.81553483	0.8485365	0.8292218	0.81161886	0.8336626	0.83579355	0.8397655	0.7917324	0.8295296	0.7358936	0.8219316	0.8037726	0.83540255	0.8504816	0.78789634	0.7988869	0.83064616	0.82126856	0.80260515	0.7758057	0.82074094	0.78770316	0.8191301	0.8044918	0.82309973	0.82770467	0.8422415	0.8543181	0.84311414	0.83715785	0.8387974	0.81524754	0.80784786	0.76585275	0.8556205	0.82904905	0.84040457	0.83323973	0.8194867	0.8067552	0.7577135	0.80324095	0.81020516	0.83126265	0.8334082	0.805597	0.81269044	0.8212326	0.8377611	0.8075404	0.8321059	0.7904577	0.8189337	0.8164618	0.7990116	0.82395816	0.81260455	0.8216713	0.8266249	0.8318767	0.84543324	0.81342334	0.8513017	0.83963937	0.8400108	0.81043553	0.8142069	0.8307704	0.829674	0.8346023	0.82550585	0.83126074	0.8252353	0.8371156	0.83964443	0.83909476	0.81487674	0.82554686	0.8180475	0.8023229	0.802964	0.80488783	0.7579498	0.80111784	0.80903834	0.7853222	0.7564255	0.79840106	0.82079977	0.6734978
			tag_Music	0.13696182	0.105561554	0.13057101	0.15259312	0.102641225	0.101281494	0.14480996	0.19856402	0.13989443	0.13358165	0.09896769	0.09521455	0.11931071	0.10413059	0.18071815	0.15976089	0.20148224	0.1321717	0.16183229	0.3966887	0.3056341	0.17930306	0.13002913	0.16439754	0.14092305	0.15124658	0.22964378	0.15767252	0.14857405	0.12078459	0.13377537	0.15107045	0.11249338	0.170713	0.13968185	0.15065838	0.14003001	0.13029826	0.108013	0.08191469	0.22469994	0.22180818	0.14116862	0.17817347	0.15657777	0.22546718	0.12947448	0.2637492	0.15327486	0.15640527	0.12107125	0.21533442	0.1032077	0.14624831	0.14794604	0.13798317	0.11863047	0.1691236	0.17684132	0.37035146	0.22146842	0.13980342	0.1735788	0.23080336	0.124575846	0.24445195	0.13833871	0.13865478	0.15076679	0.21046196	0.1992883	0.19014508	0.13119341	0.19817132	0.120088905	0.13932453	0.13670154	0.29948872	0.13065231	0.114974976	0.20841497	0.29689482	0.12547982	0.10638562	0.12136955	0.13955118	0.11366322	0.09604116	0.10327898	0.1584199	0.2480159	0.44349933	0.1237735	0.20733793	0.15770943	0.43109104	0.10729516	0.14426519	0.06875473	0.06763121	0.09744191	0.12119071	0.114043385	0.16770747	0.11448608	0.10477993	0.2692157	0.17024903	0.15438084	0.12031052	0.11347213	0.10346481	0.103167586	0.21188183	0.13585359	0.16269726	0.22755282	0.15161431	0.15152337	0.21663252	0.15719692	0.13865073	0.18265939	0.24767834	0.12599576	0.36797178	0.14187378	0.112998255	0.13204975	0.10931914	0.070548296	0.1572777	0.11240906	0.16018374	0.09140342	0.09818356	0.13091058	0.13116351	0.14693701	0.12602504	0.13792737	0.17404762	0.205314	0.15854858	0.09456574	0.15053353	0.15723191	0.11080407	0.10788621	0.15898104	0.122297674	0.1479923	0.1361503	0.2528007	0.1833282	0.3009486	0.113390036	0.20249465	0.17598724	0.21017556	0.11852185	0.09843681	0.16349395	0.1319432	0.15156183	0.1780758	0.115169294	0.10697666	0.09986694	0.15945816	0.16309483	0.13211371	0.09780729	0.21015893	0.19238652	0.16336656	0.27716288	0.24717805	0.23699373	0.17745207	0.13787891	0.16743246	0.07564891	0.1223409	0.11805933	0.118273094	0.12296986	0.22574688	0.09712339	0.17903593	0.21406512	0.14478746	0.2522917	0.4059118
			tag_laugh	0.11937065	0.108546	0.123001166	0.12735853	0.12270166	0.13064529	0.12449966	0.13069619	0.14429292	0.13405327	0.1747407	0.13279599	0.15353702	0.15345629	0.14978473	0.1304569	0.1104959	0.1512986	0.11542147	0.09341788	0.09655532	0.13016526	0.14638421	0.114625454	0.15742126	0.121287026	0.16256438	0.15650739	0.14783965	0.16834423	0.130121	0.120296344	0.146147	0.12619838	0.15347856	0.12882958	0.13989867	0.13151614	0.1764213	0.14162028	0.14584178	0.12923212	0.14035392	0.15738401	0.15746398	0.11256393	0.16051196	0.11939234	0.14783399	0.15652758	0.14358695	0.15144087	0.15874311	0.15234783	0.12754089	0.11818106	0.1266668	0.112925686	0.12360319	0.10906737	0.1328246	0.14689822	0.13386051	0.0948535	0.119505756	0.10931992	0.13195924	0.1487519	0.15414993	0.115587935	0.14946294	0.115203105	0.11743515	0.13547792	0.1588301	0.119296975	0.16003986	0.11623722	0.13806564	0.14786531	0.17332776	0.11534218	0.15312643	0.16093159	0.15879564	0.14225954	0.16777314	0.14647214	0.13668491	0.11673772	0.116679594	0.115662344	0.13260436	0.15223269	0.14418611	0.07839659	0.14372982	0.12434658	0.16601215	0.14293815	0.1478771	0.17486872	0.15000595	0.13189183	0.19322024	0.20534283	0.1456693	0.14278904	0.14974022	0.14508346	0.15198506	0.10682861	0.12396939	0.08882657	0.11293009	0.14217994	0.13788387	0.1343617	0.1512524	0.12797312	0.15977441	0.15385549	0.13420627	0.12477201	0.12952466	0.101962596	0.1261178	0.14279586	0.13694438	0.086244784	0.15319487	0.12824662	0.14516504	0.1458623	0.14982398	0.11462833	0.13838647	0.12467516	0.13288973	0.10075741	0.14739041	0.14755133	0.11786696	0.105344035	0.11178706	0.13346814	0.11532353	0.15195176	0.15165116	0.13700227	0.1522016	0.15519924	0.16218902	0.13702975	0.16078404	0.13309811	0.15236235	0.14410698	0.14119065	0.118533574	0.12195132	0.14289922	0.14482062	0.14220965	0.15483767	0.11831341	0.14338258	0.15609537	0.1708735	0.18295631	0.13936888	0.14266706	0.15415023	0.14199175	0.14228207	0.12224852	0.14842933	0.14728868	0.13888094	0.12303784	0.15984882	0.14370532	0.16952711	0.15195213	0.1513255	0.16138893	0.10100787	0.10769462	0.13621435	0.10919415	0.09670144	0.11990826	0.13344473	0.08441151
			tag_woman_speak	0.1369028	0.1012774	0.12364415	0.13906863	0.1584674	0.12389077	0.10879552	0.0966031	0.12531453	0.099060476	0.13058288	0.12169302	0.10451922	0.080885805	0.09791926	0.08584913	0.11920355	0.098759405	0.12572074	0.08995503	0.08341437	0.10499052	0.0959343	0.097449616	0.091732904	0.10617227	0.06855159	0.081071615	0.09456626	0.074710794	0.11494106	0.15555525	0.10586776	0.12384527	0.08482115	0.08765124	0.11259869	0.10192957	0.08956882	0.11653869	0.08915459	0.096713625	0.099238016	0.08760776	0.09698438	0.08945799	0.08236008	0.08287657	0.097055525	0.08507739	0.100749075	0.07508647	0.079256006	0.11445211	0.10390428	0.12089113	0.0940446	0.11826272	0.09902523	0.06767758	0.1332444	0.10472254	0.070328355	0.07874617	0.10318089	0.062163353	0.09166361	0.08341075	0.10719241	0.084160276	0.070759416	0.064056195	0.0687372	0.039105445	0.09842599	0.07964388	0.06971878	0.03813532	0.06676231	0.06712995	0.07185051	0.06260165	0.07501493	0.057568584	0.08222543	0.048665907	0.09411416	0.09831905	0.08710529	0.072987825	0.08957469	0.069948204	0.089577265	0.06142324	0.09250228	0.07013965	0.089841925	0.08703524	0.11205083	0.10087748	0.108033225	0.09841498	0.10432533	0.12376502	0.089835376	0.07168942	0.0742017	0.06808547	0.06825718	0.061035067	0.07350137	0.06556812	0.085707374	0.07904967	0.09931671	0.060476888	0.07551772	0.06720707	0.059725203	0.06494619	0.06746734	0.07454766	0.100424804	0.089631714	0.081666976	0.080330186	0.06693546	0.07648173	0.08615019	0.10451086	0.09677643	0.078617655	0.09424759	0.07618711	0.08835029	0.07044607	0.07881956	0.070340045	0.07342993	0.070862144	0.08195195	0.10093574	0.07281732	0.076382756	0.087480344	0.084274076	0.07867427	0.09781245	0.10832958	0.07474715	0.084877975	0.07491603	0.054885626	0.071669675	0.10144399	0.056232315	0.092543356	0.05977571	0.062335704	0.07115219	0.05768254	0.06982793	0.104525134	0.094616175	0.08912898	0.10544771	0.115963	0.10520931	0.101154186	0.09277967	0.087027505	0.08358193	0.088822976	0.062107492	0.07772987	0.07246652	0.072907686	0.0591058	0.09054577	0.09707447	0.0736315	0.102186516	0.06821155	0.06520407	0.06308686	0.08072387	0.050099228	0.07389017	0.07537812	0.07620803	0.05763876	0.08468803	0.105032176	0.055484213
			tag_man_speak	0.07480086	0.064187706	0.080273196	0.07010088	0.043777265	0.0643393	0.06890585	0.063070364	0.074077845	0.08373004	0.07838092	0.056058206	0.066572145	0.07681431	0.055404697	0.06164444	0.05267825	0.057852555	0.060278244	0.052176166	0.05094841	0.062084105	0.0512837	0.04785197	0.08214062	0.07613098	0.0568019	0.04415888	0.05931284	0.06288648	0.05688869	0.049566682	0.07987319	0.051307388	0.049077474	0.045482457	0.05208723	0.05697361	0.045312256	0.048130833	0.048053347	0.038850617	0.05637821	0.04799638	0.057103366	0.05569631	0.06759222	0.040678907	0.04263029	0.060000714	0.041197553	0.040475987	0.06961275	0.059796367	0.03482985	0.044343036	0.05238738	0.048105653	0.047378413	0.037017733	0.056939237	0.055836756	0.05508864	0.053298924	0.032256346	0.047296222	0.045846816	0.06730681	0.03792213	0.03938256	0.044319168	0.07883104	0.044360235	0.04100262	0.056387883	0.0560692	0.048753716	0.02545505	0.046059	0.04299051	0.057341926	0.036244705	0.041386608	0.054772824	0.05714894	0.05055762	0.044203952	0.033256736	0.054242972	0.056786336	0.033588976	0.03143869	0.05127337	0.057525475	0.04420278	0.05267943	0.05915015	0.056094248	0.062170643	0.06163353	0.050213832	0.059656642	0.060442474	0.05326457	0.052951116	0.060598712	0.037362266	0.046830084	0.0800293	0.07511965	0.04685284	0.044221576	0.05600425	0.04575728	0.055264786	0.0475581	0.053595833	0.06635679	0.0446023	0.068188444	0.04601455	0.054653805	0.044603564	0.032692347	0.05468324	0.038957283	0.044093452	0.051327616	0.03778196	0.03447445	0.053462703	0.05560433	0.045743324	0.052659214	0.03553315	0.046399157	0.040999323	0.032998294	0.0664259	0.0643544	0.064938046	0.060564034	0.060983893	0.07179639	0.03590954	0.03618749	0.03494705	0.052372452	0.043758485	0.048793666	0.047274895	0.048010122	0.086288184	0.054362185	0.04766144	0.043843754	0.040829048	0.048017446	0.046940405	0.06803678	0.04156379	0.05069057	0.042230718	0.045411434	0.066994205	0.06632569	0.062340636	0.07376838	0.06553087	0.052576985	0.038835593	0.045413993	0.04548712	0.055567596	0.0461781	0.047425948	0.036602132	0.04862783	0.04607551	0.04820214	0.043263756	0.044365413	0.057119973	0.037084527	0.046672374	0.047030337	0.045698132	0.045556277	0.052518908	0.04089052	0.02310949	0.031195361	0.06687179	0.05195156
			tag_Kitchen sounds	0.016317647	0.039528172	0.010546488	0.008468142	0.0182995	0.02084299	0.018809808	0.011651188	0.012571309	0.029461414	0.022401907	0.039513092	0.012947391	0.028549952	0.040382892	0.027644726	0.015734	0.027068183	0.011311683	0.0123262815	0.0149666965	0.033628974	0.01946357	0.043214172	0.034397054	0.03345945	0.017296463	0.026986588	0.022663822	0.028394	0.030502412	0.031749588	0.013441592	0.021979941	0.010949011	0.020443587	0.023065034	0.026696095	0.024869429	0.029373622	0.01874091	0.010322662	0.013006196	0.02078944	0.016015489	0.015494035	0.018156655	0.04255704	0.021178152	0.020601248	0.019005826	0.012684541	0.02208601	0.037529927	0.0297611	0.018345188	0.020379947	0.019783901	0.016510334	0.013305244	0.0150509775	0.03015865	0.044412255	0.022373796	0.036522407	0.037262525	0.035064783	0.03861511	0.016070997	0.028164208	0.030187326	0.028996322	0.01057935	0.013938885	0.018536389	0.026447725	0.037252035	0.017948257	0.04657898	0.044781066	0.011518617	0.051898114	0.05153743	0.025474338	0.03400426	0.034934115	0.024277119	0.029533835	0.01801754	0.025062697	0.026323088	0.03413191	0.025896687	0.022558333	0.03361275	0.01696267	0.017202642	0.018845685	0.02658003	0.025510302	0.03310732	0.015610524	0.0132703995	0.011887331	0.020477986	0.013847028	0.025367985	0.029608402	0.026259914	0.015469119	0.018853176	0.03146588	0.008387164	0.010681376	0.013984582	0.015177684	0.02866148	0.029239396	0.017452396	0.010214404	0.02128897	0.023170562	0.013608349	0.015315708	0.026970237	0.022002457	0.038754918	0.013962322	0.02954867	0.028501973	0.022289356	0.031033201	0.023390085	0.03388507	0.023878839	0.04305504	0.036088903	0.021654746	0.01788523	0.017164344	0.01617727	0.023214541	0.009695558	0.0119964555	0.011883891	0.020801518	0.029942164	0.012628099	0.02989326	0.021563906	0.025012543	0.027200563	0.021860108	0.023355227	0.009544041	0.027514128	0.030877372	0.03161333	0.025680078	0.02920267	0.058620434	0.038811263	0.018961757	0.027456513	0.015937291	0.019036148	0.019708153	0.021145388	0.016423713	0.009190541	0.024241509	0.02297803	0.019305158	0.016477598	0.014574202	0.015624281	0.0132640265	0.015060161	0.012291574	0.01818329	0.029645614	0.01809715	0.015297581	0.013974246	0.02894588	0.020464748	0.034101073	0.01627392	0.020870354	0.027318291	0.014635598	0.02396356	0.008255558	0.015607258
			tag_Applause	0.009131718	0.007779956	0.008041116	0.004346041	0.0073261084	0.007816077	0.011849826	0.0057730363	0.006066303	0.004178175	0.0057250187	0.013403936	0.021516994	0.0066255424	0.0049574766	0.0058831205	0.0089707775	0.006815718	0.018915553	0.010266001	0.036005285	0.013027327	0.00824443	0.012957117	0.012239269	0.0150816785	0.017092863	0.024477826	0.0067195892	0.033545613	0.018231394	0.0040726447	0.049666114	0.0076895095	0.014316892	0.0073801056	0.010110488	0.0074277925	0.006514478	0.004233427	0.021253895	0.017322317	0.035620857	0.020577881	0.0070237485	0.004441821	0.01753921	0.005904945	0.040559683	0.033590768	0.030858736	0.043007404	0.020784361	0.010963699	0.0162742	0.021763738	0.026594652	0.019901361	0.013623515	0.018452818	0.010378798	0.010983878	0.035255257	0.027933676	0.008484462	0.010526162	0.012325816	0.011999886	0.0259882	0.01755247	0.017058665	0.028320283	0.017850885	0.037465118	0.022205712	0.028743846	0.020255849	0.01073695	0.008844237	0.019542491	0.01079615	0.017378055	0.023520702	0.012488446	0.024568535	0.041396275	0.008886309	0.0062518357	0.01615996	0.010861833	0.012774248	0.02016349	0.014480995	0.009972999	0.0130718	0.009939733	0.01999548	0.017524995	0.016292714	0.027334686	0.012229137	0.013210921	0.020801252	0.0073073474	0.019140601	0.022462726	0.017577844	0.026149739	0.012811284	0.009617819	0.011249058	0.005534775	0.041836303	0.029202469	0.009157395	0.017379506	0.024290176	0.00720797	0.025224043	0.048976667	0.016714666	0.015967837	0.007596753	0.017761538	0.0080602495	0.006196992	0.006219368	0.009500461	0.009459065	0.004502689	0.015960624	0.008988838	0.012290264	0.015502097	0.0105989035	0.007162581	0.007668793	0.00822106	0.007152361	0.0065727546	0.02023475	0.02206436	0.03301898	0.0101182265	0.016065544	0.009750704	0.010815022	0.022064479	0.014713331	0.010124509	0.010268591	0.006324738	0.009138116	0.01912356	0.025626412	0.016247015	0.010804081	0.008275936	0.027393654	0.023648506	0.012431864	0.04010157	0.00781871	0.012750632	0.011075741	0.017940326	0.010882356	0.02309062	0.03509812	0.033275153	0.011936798	0.006374007	0.01223586	0.015393719	0.017947696	0.0077499547	0.008661892	0.011224881	0.007692248	0.0077364934	0.016623672	0.0061240066	0.016889164	0.021793861	0.025292959	0.013039077	0.004496763	0.04065735	0.02009942	0.009148246	0.006628117	0.009935786	0.03047066	0.02014963
			tag_Car	0.02140561	0.012844095	0.01154914	0.023872465	0.032977138	0.022881778	0.026082272	0.046092715	0.018774146	0.011224272	0.008802265	0.011470031	0.008552362	0.012290205	0.017049938	0.024917245	0.038275827	0.019959768	0.0138317775	0.015293	0.020827584	0.01208229	0.018631088	0.01527612	0.011679253	0.013873221	0.012499953	0.008363296	0.013248272	0.017014828	0.021249307	0.018867457	0.018965825	0.014562661	0.0126625635	0.011759424	0.024636231	0.019579168	0.011229691	0.011023292	0.013588976	0.015343837	0.015975906	0.013437323	0.015108981	0.012862716	0.0113559	0.021792801	0.015758924	0.011749013	0.01695386	0.011758669	0.011480176	0.007804653	0.015448225	0.011153544	0.011667718	0.018473871	0.05632561	0.012709138	0.015657594	0.013875563	0.00951126	0.01636654	0.010405171	0.055146437	0.013686732	0.012208537	0.008551094	0.012804651	0.009570664	0.017170792	0.030442365	0.022648647	0.009609496	0.016421076	0.0117600765	0.009034261	0.014450385	0.011508369	0.009439852	0.018184852	0.010656671	0.008652554	0.014026403	0.011590014	0.01581772	0.009644287	0.028023655	0.020772709	0.018872423	0.00831656	0.014985538	0.023008237	0.012884302	0.013877684	0.017872987	0.014500657	0.00877187	0.012225112	0.010693938	0.011481914	0.009077445	0.0127116535	0.009641266	0.007928641	0.013319429	0.015907845	0.008846397	0.010691458	0.009631269	0.008655309	0.013494058	0.026643593	0.016137168	0.014060794	0.0118599795	0.014292151	0.013750932	0.01159285	0.011523201	0.013128567	0.013934027	0.009222456	0.013032931	0.016750796	0.019102758	0.008331392	0.026361568	0.046943344	0.010498847	0.010976917	0.008712838	0.007602462	0.010472485	0.012983161	0.013327574	0.008657133	0.012883809	0.011518963	0.010006537	0.010837985	0.020264966	0.013550775	0.01558368	0.012603894	0.022091454	0.009553416	0.009707388	0.016814359	0.0133106	0.011706976	0.010243061	0.016238954	0.017782286	0.02395993	0.014235693	0.011125293	0.014195658	0.017052772	0.014388546	0.012308731	0.015534384	0.010646815	0.011050708	0.020185776	0.010156024	0.012215712	0.007982687	0.011445576	0.011688803	0.013188556	0.011261938	0.0095513575	0.018900383	0.027644766	0.011690369	0.0092030205	0.01621198	0.014797795	0.010646399	0.011146267	0.009233651	0.011391797	0.014035085	0.010485857	0.02680561	0.019673092	0.0093525965	0.010704749	0.03679151	0.013390236	0.012657884	0.015128642
			biophony	0.0035401343	0.00652094	0.0040975385	0.009786124	0.0042476105	0.004345451	0.0044060643	0.00640062	0.0041103577	0.0051509906	0.005493839	0.03050503	0.0030586536	0.0056243017	0.006472773	0.011907901	0.0035076146	0.0029209906	0.0042269346	0.002995841	0.005837056	0.0051959734	0.0036101975	0.0041010906	0.007556955	0.00860456	0.0039428147	0.005293151	0.004118677	0.004196663	0.0057316446	0.0060795327	0.0052308887	0.004395719	0.020599779	0.0075036697	0.0041419533	0.0073595783	0.004860025	0.0037154516	0.004627618	0.016707923	0.004190672	0.0035054807	0.002836744	0.00530896	0.0036600255	0.0031589002	0.0039448612	0.0028572413	0.0068884916	0.006124397	0.004530479	0.0027852054	0.022777284	0.0032624456	0.0063367686	0.0061614867	0.002697114	0.0044707963	0.006459488	0.0058136266	0.0029862642	0.008676594	0.004129864	0.01105374	0.0028599242	0.0047486457	0.0043821987	0.0068996083	0.0049936865	0.006308741	0.013962795	0.016377745	0.0046023065	0.007641479	0.0042655133	0.020130964	0.004767245	0.00449433	0.0033068822	0.004475232	0.005920444	0.0056799254	0.003976736	0.005451068	0.0046045617	0.013861898	0.020330159	0.009153035	0.003181101	0.0045052804	0.003811436	0.008204532	0.0045865164	0.0038614853	0.0026679134	0.005334013	0.0034513057	0.004476365	0.0079016	0.003124981	0.0058108675	0.004727035	0.0029705763	0.002331742	0.0034015046	0.005563892	0.0036777272	0.0041436865	0.0032878944	0.004337575	0.010715322	0.0048386334	0.01543961	0.007129808	0.003895973	0.0045710565	0.0045816144	0.0059588053	0.014916952	0.005311009	0.0037001837	0.0032999103	0.0031212112	0.004456234	0.0043867463	0.004122487	0.0037641153	0.0058531333	0.003140873	0.003023199	0.0041231974	0.00393478	0.0032290532	0.0051410915	0.011885219	0.032413315	0.011522808	0.009120184	0.010703135	0.004009934	0.011826041	0.012794167	0.0037253273	0.0063559073	0.0035135741	0.0076578665	0.004377809	0.00691507	0.0040216297	0.0043122726	0.004983998	0.009081926	0.0063070627	0.012602842	0.0034110693	0.0031622178	0.0035423464	0.0034555031	0.0041972264	0.0041345637	0.002844954	0.0033493317	0.00839703	0.0026605758	0.0064116456	0.0030173452	0.0046062926	0.003164662	0.0027112328	0.0035450438	0.007394739	0.0036664514	0.003012747	0.004958841	0.00696963	0.004103806	0.0032873254	0.0026189238	0.0047368375	0.0039142123	0.004712607	0.004412561	0.016353987	0.0044416785	0.006961949	0.00569632	0.0041035125	0.0044040442	0.00478959	0.00331138	0.0035551128	0.0042615305
